Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
14494	Spectrogram 1	1	955296.55225	955299.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1330	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	8.0
14495	Spectrogram 1	1	955297.55225	955300.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1691	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	9.0
14496	Spectrogram 1	1	955297.55225	955300.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1062	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	9.0
14497	Spectrogram 1	1	955303.55225	955306.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1108	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	15.0
14498	Spectrogram 1	1	955308.55225	955311.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.3290	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	20.0
14499	Spectrogram 1	1	955308.55225	955311.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1911	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	20.0
14500	Spectrogram 1	1	955309.55225	955312.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.2064	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	21.0
14501	Spectrogram 1	1	955309.55225	955312.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2041	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	21.0
14502	Spectrogram 1	1	955313.55225	955316.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.2041	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	25.0
14503	Spectrogram 1	1	955314.55225	955317.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1908	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	26.0
14504	Spectrogram 1	1	955324.55225	955327.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.3915	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	36.0
14505	Spectrogram 1	1	955325.55225	955328.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1266	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	37.0
14506	Spectrogram 1	1	955325.55225	955328.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1052	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	37.0
14507	Spectrogram 1	1	955339.55225	955342.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1049	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	51.0
14508	Spectrogram 1	1	955340.55225	955343.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1496	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	52.0
14509	Spectrogram 1	1	955341.55225	955344.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1936	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	53.0
14510	Spectrogram 1	1	955344.55225	955347.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1351	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	56.0
14511	Spectrogram 1	1	955345.55225	955348.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1549	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	57.0
14512	Spectrogram 1	1	955345.55225	955348.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1003	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_063600.WAV	57.0
14513	Spectrogram 1	1	955410.55225	955413.55225	0	15000	Cordilleran Flycatcher	corfly	0.1058	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_064800.WAV	2.0
14514	Spectrogram 1	1	955421.55225	955424.55225	0	15000	Cordilleran Flycatcher	corfly	0.4859	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_064800.WAV	13.0
14515	Spectrogram 1	1	955422.55225	955425.55225	0	15000	Cordilleran Flycatcher	corfly	0.3915	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_064800.WAV	14.0
14516	Spectrogram 1	1	955423.55225	955426.55225	0	15000	Cordilleran Flycatcher	corfly	0.3171	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_064800.WAV	15.0
14517	Spectrogram 1	1	955425.55225	955428.55225	0	15000	Cordilleran Flycatcher	corfly	0.1415	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_064800.WAV	17.0
14518	Spectrogram 1	1	955426.55225	955429.55225	0	15000	Cordilleran Flycatcher	corfly	0.1736	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_064800.WAV	18.0
14519	Spectrogram 1	1	955435.55225	955438.55225	0	15000	Cordilleran Flycatcher	corfly	0.1952	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_064800.WAV	27.0
14520	Spectrogram 1	1	955436.55225	955439.55225	0	15000	Cordilleran Flycatcher	corfly	0.1107	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_064800.WAV	28.0
14521	Spectrogram 1	1	955438.55225	955441.55225	0	15000	Cordilleran Flycatcher	corfly	0.1158	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_064800.WAV	30.0
14522	Spectrogram 1	1	955439.55225	955442.55225	0	15000	Cordilleran Flycatcher	corfly	0.2591	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_064800.WAV	31.0
14523	Spectrogram 1	1	955447.55225	955450.55225	0	15000	Cordilleran Flycatcher	corfly	0.2905	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_064800.WAV	39.0
14524	Spectrogram 1	1	955449.55225	955452.55225	0	15000	Cordilleran Flycatcher	corfly	0.1302	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_064800.WAV	41.0
14525	Spectrogram 1	1	955462.55225	955465.55225	0	15000	Cordilleran Flycatcher	corfly	0.1429	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_064800.WAV	54.0
14526	Spectrogram 1	1	955463.55225	955466.55225	0	15000	Cordilleran Flycatcher	corfly	0.2036	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_064800.WAV	55.0
14527	Spectrogram 1	1	955464.55225	955467.55225	0	15000	Cordilleran Flycatcher	corfly	0.1921	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_064800.WAV	56.0
14528	Spectrogram 1	1	955648.55225	955651.55225	0	15000	Cordilleran Flycatcher	corfly	0.4360	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071200.WAV	0.0
14529	Spectrogram 1	1	955657.55225	955660.55225	0	15000	Cordilleran Flycatcher	corfly	0.1825	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071200.WAV	9.0
14530	Spectrogram 1	1	955658.55225	955661.55225	0	15000	Cordilleran Flycatcher	corfly	0.3768	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071200.WAV	10.0
14531	Spectrogram 1	1	955659.55225	955662.55225	0	15000	Cordilleran Flycatcher	corfly	0.2390	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071200.WAV	11.0
14532	Spectrogram 1	1	955660.55225	955663.55225	0	15000	Cordilleran Flycatcher	corfly	0.3494	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071200.WAV	12.0
14533	Spectrogram 1	1	955661.55225	955664.55225	0	15000	Cordilleran Flycatcher	corfly	0.3385	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071200.WAV	13.0
14534	Spectrogram 1	1	955665.55225	955668.55225	0	15000	Cordilleran Flycatcher	corfly	0.1515	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071200.WAV	17.0
14535	Spectrogram 1	1	955675.55225	955678.55225	0	15000	Cordilleran Flycatcher	corfly	0.2112	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071200.WAV	27.0
14536	Spectrogram 1	1	955702.55225	955705.55225	0	15000	Cordilleran Flycatcher	corfly	0.1995	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071200.WAV	54.0
14537	Spectrogram 1	1	955705.55225	955708.55225	0	15000	Cordilleran Flycatcher	corfly	0.2179	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071200.WAV	57.0
14538	Spectrogram 1	1	955709.55225	955712.55225	0	15000	Cordilleran Flycatcher	corfly	0.1977	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	1.0
14539	Spectrogram 1	1	955716.55225	955719.55225	0	15000	Cordilleran Flycatcher	corfly	0.2935	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	8.0
14540	Spectrogram 1	1	955721.55225	955724.55225	0	15000	Cordilleran Flycatcher	corfly	0.1960	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	13.0
14541	Spectrogram 1	1	955722.55225	955725.55225	0	15000	Cordilleran Flycatcher	corfly	0.1960	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	14.0
14542	Spectrogram 1	1	955727.55225	955730.55225	0	15000	Cordilleran Flycatcher	corfly	0.3466	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	19.0
14543	Spectrogram 1	1	955731.55225	955734.55225	0	15000	Cordilleran Flycatcher	corfly	0.3403	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	23.0
14544	Spectrogram 1	1	955735.55225	955738.55225	0	15000	Cordilleran Flycatcher	corfly	0.4339	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	27.0
14545	Spectrogram 1	1	955736.55225	955739.55225	0	15000	Cordilleran Flycatcher	corfly	0.3199	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	28.0
14546	Spectrogram 1	1	955739.55225	955742.55225	0	15000	Cordilleran Flycatcher	corfly	0.1868	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	31.0
14547	Spectrogram 1	1	955740.55225	955743.55225	0	15000	Cordilleran Flycatcher	corfly	0.2953	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	32.0
14548	Spectrogram 1	1	955743.55225	955746.55225	0	15000	Cordilleran Flycatcher	corfly	0.2169	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	35.0
14549	Spectrogram 1	1	955744.55225	955747.55225	0	15000	Cordilleran Flycatcher	corfly	0.1410	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	36.0
14550	Spectrogram 1	1	955745.55225	955748.55225	0	15000	Cordilleran Flycatcher	corfly	0.2162	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	37.0
14551	Spectrogram 1	1	955747.55225	955750.55225	0	15000	Cordilleran Flycatcher	corfly	0.3349	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	39.0
14552	Spectrogram 1	1	955748.55225	955751.55225	0	15000	Cordilleran Flycatcher	corfly	0.4653	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	40.0
14553	Spectrogram 1	1	955751.55225	955754.55225	0	15000	Cordilleran Flycatcher	corfly	0.3306	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	43.0
14554	Spectrogram 1	1	955752.55225	955755.55225	0	15000	Cordilleran Flycatcher	corfly	0.3541	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	44.0
14555	Spectrogram 1	1	955753.55225	955756.55225	0	15000	Cordilleran Flycatcher	corfly	0.2291	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	45.0
14556	Spectrogram 1	1	955756.55225	955759.55225	0	15000	Cordilleran Flycatcher	corfly	0.1572	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	48.0
14557	Spectrogram 1	1	955758.55225	955761.55225	0	15000	Cordilleran Flycatcher	corfly	0.1618	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	50.0
14558	Spectrogram 1	1	955760.55225	955763.55225	0	15000	Cordilleran Flycatcher	corfly	0.4284	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	52.0
14559	Spectrogram 1	1	955761.55225	955764.55225	0	15000	Cordilleran Flycatcher	corfly	0.2977	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_071800.WAV	53.0
14560	Spectrogram 1	1	955951.55225	955954.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.3485	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	3.0
14561	Spectrogram 1	1	955952.55225	955955.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.2172	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	4.0
14562	Spectrogram 1	1	955952.55225	955955.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1474	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	4.0
14563	Spectrogram 1	1	955968.55225	955971.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.3580	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	20.0
14564	Spectrogram 1	1	955972.55225	955975.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2237	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	24.0
14565	Spectrogram 1	1	955973.55225	955976.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.6639	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	25.0
14566	Spectrogram 1	1	955974.55225	955977.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.4810	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	26.0
14567	Spectrogram 1	1	955978.55225	955981.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1305	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	30.0
14568	Spectrogram 1	1	955981.55225	955984.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1182	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	33.0
14569	Spectrogram 1	1	955982.55225	955985.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.4203	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	34.0
14570	Spectrogram 1	1	955983.55225	955986.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1029	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	35.0
14571	Spectrogram 1	1	955986.55225	955989.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.8061	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	38.0
14572	Spectrogram 1	1	955987.55225	955990.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.8217	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	39.0
14573	Spectrogram 1	1	955988.55225	955991.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2743	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	40.0
14574	Spectrogram 1	1	955990.55225	955993.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.3303	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	42.0
14575	Spectrogram 1	1	955991.55225	955994.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2676	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	43.0
14576	Spectrogram 1	1	955991.55225	955994.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1469	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	43.0
14577	Spectrogram 1	1	955992.55225	955995.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.3516	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	44.0
14578	Spectrogram 1	1	955994.55225	955997.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.5806	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	46.0
14579	Spectrogram 1	1	955994.55225	955997.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1425	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	46.0
14580	Spectrogram 1	1	955995.55225	955998.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.7997	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	47.0
14581	Spectrogram 1	1	955995.55225	955998.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1163	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	47.0
14582	Spectrogram 1	1	955996.55225	955999.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.7256	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	48.0
14583	Spectrogram 1	1	955999.55225	956002.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.7232	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	51.0
14584	Spectrogram 1	1	955999.55225	956002.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1373	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	51.0
14585	Spectrogram 1	1	956000.55225	956003.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.9024	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	52.0
14586	Spectrogram 1	1	956001.55225	956004.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.4443	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	53.0
14587	Spectrogram 1	1	956003.55225	956006.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.6458	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	55.0
14588	Spectrogram 1	1	956004.55225	956007.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.9582	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	56.0
14589	Spectrogram 1	1	956005.55225	956008.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.7019	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074200.WAV	57.0
14590	Spectrogram 1	1	956064.55225	956067.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1111	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074800.WAV	56.0
14591	Spectrogram 1	1	956065.55225	956068.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1117	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_074800.WAV	57.0
14592	Spectrogram 1	1	956070.55225	956073.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.2729	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_075400.WAV	2.0
14593	Spectrogram 1	1	956071.55225	956074.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1356	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_075400.WAV	3.0
14594	Spectrogram 1	1	956072.55225	956075.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.3405	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_075400.WAV	4.0
14595	Spectrogram 1	1	956073.55225	956076.55225	0	15000	Cordilleran Flycatcher	corfly	0.5432	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_075400.WAV	5.0
14596	Spectrogram 1	1	956075.55225	956078.55225	0	15000	Cordilleran Flycatcher	corfly	0.1944	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_075400.WAV	7.0
14597	Spectrogram 1	1	956079.55225	956082.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1011	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_075400.WAV	11.0
14598	Spectrogram 1	1	956080.55225	956083.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1625	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_075400.WAV	12.0
14599	Spectrogram 1	1	956083.55225	956086.55225	0	15000	Cordilleran Flycatcher	corfly	0.1072	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_075400.WAV	15.0
14600	Spectrogram 1	1	956085.55225	956088.55225	0	15000	Cordilleran Flycatcher	corfly	0.2304	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_075400.WAV	17.0
14601	Spectrogram 1	1	956087.55225	956090.55225	0	15000	Cordilleran Flycatcher	corfly	0.1626	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_075400.WAV	19.0
14602	Spectrogram 1	1	956088.55225	956091.55225	0	15000	Cordilleran Flycatcher	corfly	0.1036	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_075400.WAV	20.0
14603	Spectrogram 1	1	956125.55225	956128.55225	0	15000	Lesser Goldfinch	lesgol	0.1191	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_075400.WAV	57.0
14604	Spectrogram 1	1	956128.55225	956131.55225	0	15000	Cordilleran Flycatcher	corfly	0.2212	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080000.WAV	0.0
14605	Spectrogram 1	1	956129.55225	956132.55225	0	15000	Cordilleran Flycatcher	corfly	0.2143	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080000.WAV	1.0
14606	Spectrogram 1	1	956130.55225	956133.55225	0	15000	Cordilleran Flycatcher	corfly	0.1603	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080000.WAV	2.0
14607	Spectrogram 1	1	956132.55225	956135.55225	0	15000	Cordilleran Flycatcher	corfly	0.3089	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080000.WAV	4.0
14608	Spectrogram 1	1	956133.55225	956136.55225	0	15000	Cordilleran Flycatcher	corfly	0.3024	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080000.WAV	5.0
14609	Spectrogram 1	1	956160.55225	956163.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1717	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080000.WAV	32.0
14610	Spectrogram 1	1	956176.55225	956179.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.2143	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080000.WAV	48.0
14611	Spectrogram 1	1	956177.55225	956180.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1858	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080000.WAV	49.0
14612	Spectrogram 1	1	956185.55225	956188.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1339	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080000.WAV	57.0
14613	Spectrogram 1	1	956193.55225	956196.55225	0	15000	Cordilleran Flycatcher	corfly	0.1313	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	5.0
14614	Spectrogram 1	1	956198.55225	956201.55225	0	15000	Cordilleran Flycatcher	corfly	0.1918	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	10.0
14615	Spectrogram 1	1	956205.55225	956208.55225	0	15000	Cordilleran Flycatcher	corfly	0.1248	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	17.0
14616	Spectrogram 1	1	956222.55225	956225.55225	0	15000	Cordilleran Flycatcher	corfly	0.5018	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	34.0
14617	Spectrogram 1	1	956223.55225	956226.55225	0	15000	Cordilleran Flycatcher	corfly	0.4827	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	35.0
14618	Spectrogram 1	1	956224.55225	956227.55225	0	15000	Cordilleran Flycatcher	corfly	0.2592	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	36.0
14619	Spectrogram 1	1	956226.55225	956229.55225	0	15000	Cordilleran Flycatcher	corfly	0.3111	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	38.0
14620	Spectrogram 1	1	956227.55225	956230.55225	0	15000	Cordilleran Flycatcher	corfly	0.3908	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	39.0
14621	Spectrogram 1	1	956228.55225	956231.55225	0	15000	Cordilleran Flycatcher	corfly	0.3086	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	40.0
14622	Spectrogram 1	1	956229.55225	956232.55225	0	15000	Cordilleran Flycatcher	corfly	0.2670	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	41.0
14623	Spectrogram 1	1	956230.55225	956233.55225	0	15000	Cordilleran Flycatcher	corfly	0.1135	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	42.0
14624	Spectrogram 1	1	956231.55225	956234.55225	0	15000	Cordilleran Flycatcher	corfly	0.1213	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	43.0
14625	Spectrogram 1	1	956234.55225	956237.55225	0	15000	Cordilleran Flycatcher	corfly	0.2395	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	46.0
14626	Spectrogram 1	1	956235.55225	956238.55225	0	15000	Cordilleran Flycatcher	corfly	0.3215	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	47.0
14627	Spectrogram 1	1	956236.55225	956239.55225	0	15000	Cordilleran Flycatcher	corfly	0.2827	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	48.0
14628	Spectrogram 1	1	956238.55225	956241.55225	0	15000	Cordilleran Flycatcher	corfly	0.4536	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	50.0
14629	Spectrogram 1	1	956239.55225	956242.55225	0	15000	Cordilleran Flycatcher	corfly	0.4922	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_080600.WAV	51.0
14630	Spectrogram 1	1	956494.55225	956497.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1463	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_083600.WAV	6.0
14631	Spectrogram 1	1	956549.55225	956552.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1188	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_084200.WAV	1.0
14632	Spectrogram 1	1	956552.55225	956555.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1118	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_084200.WAV	4.0
14633	Spectrogram 1	1	956554.55225	956557.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1117	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_084200.WAV	6.0
14634	Spectrogram 1	1	956555.55225	956558.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1374	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_084200.WAV	7.0
14635	Spectrogram 1	1	956556.55225	956559.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1443	D:\recs9_27_06_2025\T4\249C600363FA52A6_20250618_084200.WAV	8.0
