Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	71.0	74.0	0	15000	Band-backed Wren	babwre1	0.1358	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250627_120000.WAV	11.0
2	Spectrogram 1	1	84.0	87.0	0	15000	Band-backed Wren	babwre1	0.1217	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250627_120000.WAV	24.0
3	Spectrogram 1	1	89.0	92.0	0	15000	Band-backed Wren	babwre1	0.1419	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250627_120000.WAV	29.0
4	Spectrogram 1	1	709.0	712.0	0	15000	Sulphur-bellied Flycatcher	subfly	0.1773	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250627_130000.WAV	49.0
5	Spectrogram 1	1	714.0	717.0	0	15000	Sulphur-bellied Flycatcher	subfly	0.6136	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250627_130000.WAV	54.0
6	Spectrogram 1	1	715.0	718.0	0	15000	Sulphur-bellied Flycatcher	subfly	0.4174	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250627_130000.WAV	55.0
7	Spectrogram 1	1	716.0	719.0	0	15000	Sulphur-bellied Flycatcher	subfly	0.1503	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250627_130000.WAV	56.0
8	Spectrogram 1	1	717.0	720.0	0	15000	Sulphur-bellied Flycatcher	subfly	0.2159	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250627_130000.WAV	57.0
9	Spectrogram 1	1	807.0	810.0	0	15000	Brown Jay	brnjay	0.1027	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250627_131200.WAV	27.0
10	Spectrogram 1	1	820.0	823.0	0	15000	Brown Jay	brnjay	0.1098	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250627_131200.WAV	40.0
11	Spectrogram 1	1	821.0	824.0	0	15000	Brown Jay	brnjay	0.1615	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250627_131200.WAV	41.0
12	Spectrogram 1	1	823.0	826.0	0	15000	Brown Jay	brnjay	0.1159	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250627_131200.WAV	43.0
13	Spectrogram 1	1	1711.0	1714.0	0	15000	Brown Jay	brnjay	0.1708	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250627_144200.WAV	31.0
14	Spectrogram 1	1	1712.0	1715.0	0	15000	Brown Jay	brnjay	0.1400	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250627_144200.WAV	32.0
15	Spectrogram 1	1	1734.0	1737.0	0	15000	Brown Jay	brnjay	0.1949	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250627_144200.WAV	54.0
16	Spectrogram 1	1	1736.0	1739.0	0	15000	Brown Jay	brnjay	0.2867	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250627_144200.WAV	56.0
17	Spectrogram 1	1	4865.0	4868.0	0	15000	Least Tern	leater1	0.2699	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_050000.WAV	5.0
18	Spectrogram 1	1	5092.0	5095.0	0	15000	Least Tern	leater1	0.3862	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_051800.WAV	52.0
19	Spectrogram 1	1	5093.0	5096.0	0	15000	Least Tern	leater1	0.1881	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_051800.WAV	53.0
20	Spectrogram 1	1	5633.0	5636.0	0	15000	Cordilleran Flycatcher	corfly	0.2249	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_061200.WAV	53.0
21	Spectrogram 1	1	5634.0	5637.0	0	15000	Cordilleran Flycatcher	corfly	0.6294	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_061200.WAV	54.0
22	Spectrogram 1	1	5635.0	5638.0	0	15000	Cordilleran Flycatcher	corfly	0.3701	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_061200.WAV	55.0
23	Spectrogram 1	1	5636.0	5639.0	0	15000	Cordilleran Flycatcher	corfly	0.2968	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_061200.WAV	56.0
24	Spectrogram 1	1	6161.0	6164.0	0	15000	Brown Jay	brnjay	0.1017	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_070600.WAV	41.0
25	Spectrogram 1	1	6189.0	6192.0	0	15000	Brown Jay	brnjay	0.7891	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_071200.WAV	9.0
26	Spectrogram 1	1	6190.0	6193.0	0	15000	Brown Jay	brnjay	0.6972	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_071200.WAV	10.0
27	Spectrogram 1	1	6191.0	6194.0	0	15000	Brown Jay	brnjay	0.8710	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_071200.WAV	11.0
28	Spectrogram 1	1	6192.0	6195.0	0	15000	Brown Jay	brnjay	0.7885	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_071200.WAV	12.0
29	Spectrogram 1	1	6193.0	6196.0	0	15000	Brown Jay	brnjay	0.2967	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_071200.WAV	13.0
30	Spectrogram 1	1	6194.0	6197.0	0	15000	Brown Jay	brnjay	0.7754	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_071200.WAV	14.0
31	Spectrogram 1	1	6214.0	6217.0	0	15000	Brown Jay	brnjay	0.1595	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_071200.WAV	34.0
32	Spectrogram 1	1	6234.0	6237.0	0	15000	Brown Jay	brnjay	0.1009	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_071200.WAV	54.0
33	Spectrogram 1	1	6252.0	6255.0	0	15000	Brown Jay	brnjay	0.2453	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_071800.WAV	12.0
34	Spectrogram 1	1	6253.0	6256.0	0	15000	Brown Jay	brnjay	0.2606	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_071800.WAV	13.0
35	Spectrogram 1	1	6254.0	6257.0	0	15000	Brown Jay	brnjay	0.3336	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_071800.WAV	14.0
36	Spectrogram 1	1	6255.0	6258.0	0	15000	Brown Jay	brnjay	0.4838	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_071800.WAV	15.0
37	Spectrogram 1	1	6256.0	6259.0	0	15000	Brown Jay	brnjay	0.2341	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_071800.WAV	16.0
38	Spectrogram 1	1	6257.0	6260.0	0	15000	Brown Jay	brnjay	0.4222	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_071800.WAV	17.0
39	Spectrogram 1	1	6259.0	6262.0	0	15000	Brown Jay	brnjay	0.1917	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_071800.WAV	19.0
40	Spectrogram 1	1	6278.0	6281.0	0	15000	Brown Jay	brnjay	0.1952	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_071800.WAV	38.0
41	Spectrogram 1	1	7448.0	7451.0	0	15000	Red-shouldered Hawk	reshaw	0.1796	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_091800.WAV	8.0
42	Spectrogram 1	1	7585.0	7588.0	0	15000	Brown Jay	brnjay	0.1433	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_093000.WAV	25.0
43	Spectrogram 1	1	8077.0	8080.0	0	15000	Brown Jay	brnjay	0.1075	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_101800.WAV	37.0
44	Spectrogram 1	1	8081.0	8084.0	0	15000	Brown Jay	brnjay	0.3046	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_101800.WAV	41.0
45	Spectrogram 1	1	8830.0	8833.0	0	15000	Spot-breasted Wren	spbwre1	0.1219	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_113600.WAV	10.0
46	Spectrogram 1	1	8831.0	8834.0	0	15000	Spot-breasted Wren	spbwre1	0.1196	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_113600.WAV	11.0
47	Spectrogram 1	1	9103.0	9106.0	0	15000	Spot-breasted Wren	spbwre1	0.1130	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_120000.WAV	43.0
48	Spectrogram 1	1	10345.0	10348.0	0	15000	Band-backed Wren	babwre1	0.1083	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_140600.WAV	25.0
49	Spectrogram 1	1	10851.0	10854.0	0	15000	Band-backed Wren	babwre1	0.2544	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_145400.WAV	51.0
50	Spectrogram 1	1	10852.0	10855.0	0	15000	Band-backed Wren	babwre1	0.4634	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_145400.WAV	52.0
51	Spectrogram 1	1	10853.0	10856.0	0	15000	Band-backed Wren	babwre1	0.5645	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_145400.WAV	53.0
52	Spectrogram 1	1	10855.0	10858.0	0	15000	Band-backed Wren	babwre1	0.2820	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_145400.WAV	55.0
53	Spectrogram 1	1	10856.0	10859.0	0	15000	Rufous-naped Wren	runwre2	0.2570	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_145400.WAV	56.0
54	Spectrogram 1	1	10856.0	10859.0	0	15000	Band-backed Wren	babwre1	0.1476	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_145400.WAV	56.0
55	Spectrogram 1	1	12308.0	12311.0	0	15000	Boat-billed Flycatcher	bobfly1	0.3698	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_172400.WAV	8.0
56	Spectrogram 1	1	12309.0	12312.0	0	15000	Boat-billed Flycatcher	bobfly1	0.7307	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_172400.WAV	9.0
57	Spectrogram 1	1	12310.0	12313.0	0	15000	Boat-billed Flycatcher	bobfly1	0.8945	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_172400.WAV	10.0
58	Spectrogram 1	1	12311.0	12314.0	0	15000	Boat-billed Flycatcher	bobfly1	0.5595	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_172400.WAV	11.0
59	Spectrogram 1	1	12312.0	12315.0	0	15000	Boat-billed Flycatcher	bobfly1	0.9162	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_172400.WAV	12.0
60	Spectrogram 1	1	12313.0	12316.0	0	15000	Boat-billed Flycatcher	bobfly1	0.8748	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_172400.WAV	13.0
61	Spectrogram 1	1	12314.0	12317.0	0	15000	Boat-billed Flycatcher	bobfly1	0.8770	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_172400.WAV	14.0
62	Spectrogram 1	1	12315.0	12318.0	0	15000	Boat-billed Flycatcher	bobfly1	0.9480	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250628_172400.WAV	15.0
63	Spectrogram 1	1	14141.0	14144.0	0	15000	Sora	sora	0.1383	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_052400.WAV	42.0
64	Spectrogram 1	1	15240.0	15243.0	0	15000	Plain Chachalaca	placha	0.3105	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_071800.WAV	1.0
65	Spectrogram 1	1	15241.0	15244.0	0	15000	Plain Chachalaca	placha	0.2804	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_071800.WAV	2.0
66	Spectrogram 1	1	15722.0	15725.0	0	15000	Band-backed Wren	babwre1	0.1161	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_080600.WAV	3.0
67	Spectrogram 1	1	15723.0	15726.0	0	15000	Band-backed Wren	babwre1	0.2677	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_080600.WAV	4.0
68	Spectrogram 1	1	15724.0	15727.0	0	15000	Band-backed Wren	babwre1	0.1257	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_080600.WAV	5.0
69	Spectrogram 1	1	15725.0	15728.0	0	15000	Band-backed Wren	babwre1	0.1952	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_080600.WAV	6.0
70	Spectrogram 1	1	15727.0	15730.0	0	15000	Band-backed Wren	babwre1	0.4670	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_080600.WAV	8.0
71	Spectrogram 1	1	18812.0	18815.0	0	15000	Boat-billed Flycatcher	bobfly1	0.1797	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_131200.WAV	33.0
72	Spectrogram 1	1	18955.0	18958.0	0	15000	Brown Jay	brnjay	0.3249	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_132400.WAV	56.0
73	Spectrogram 1	1	18956.0	18959.0	0	15000	Brown Jay	brnjay	0.1533	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_132400.WAV	57.0
74	Spectrogram 1	1	19007.0	19010.0	0	15000	Brown Jay	brnjay	0.3192	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_133000.WAV	48.0
75	Spectrogram 1	1	19008.0	19011.0	0	15000	Brown Jay	brnjay	0.1437	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_133000.WAV	49.0
76	Spectrogram 1	1	19009.0	19012.0	0	15000	Brown Jay	brnjay	0.2649	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_133000.WAV	50.0
77	Spectrogram 1	1	19010.0	19013.0	0	15000	Brown Jay	brnjay	0.4745	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_133000.WAV	51.0
78	Spectrogram 1	1	19011.0	19014.0	0	15000	Brown Jay	brnjay	0.1902	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_133000.WAV	52.0
79	Spectrogram 1	1	19144.0	19147.0	0	15000	Cordilleran Flycatcher	corfly	0.1794	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_134800.WAV	5.0
80	Spectrogram 1	1	19196.0	19199.0	0	15000	Spot-breasted Wren	spbwre1	0.1155	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_134800.WAV	57.0
81	Spectrogram 1	1	19439.0	19442.0	0	15000	Brown Jay	brnjay	0.2552	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_141800.WAV	0.0
82	Spectrogram 1	1	19462.0	19465.0	0	15000	Brown Jay	brnjay	0.2246	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_141800.WAV	23.0
83	Spectrogram 1	1	19463.0	19466.0	0	15000	Brown Jay	brnjay	0.1662	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_141800.WAV	24.0
84	Spectrogram 1	1	19464.0	19467.0	0	15000	Brown Jay	brnjay	0.4572	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_141800.WAV	25.0
85	Spectrogram 1	1	19465.0	19468.0	0	15000	Brown Jay	brnjay	0.2641	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_141800.WAV	26.0
86	Spectrogram 1	1	19466.0	19469.0	0	15000	Brown Jay	brnjay	0.5743	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_141800.WAV	27.0
87	Spectrogram 1	1	19467.0	19470.0	0	15000	Brown Jay	brnjay	0.2558	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_141800.WAV	28.0
88	Spectrogram 1	1	19468.0	19471.0	0	15000	Brown Jay	brnjay	0.6304	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_141800.WAV	29.0
89	Spectrogram 1	1	19469.0	19472.0	0	15000	Brown Jay	brnjay	0.5010	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_141800.WAV	30.0
90	Spectrogram 1	1	19471.0	19474.0	0	15000	Brown Jay	brnjay	0.1569	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_141800.WAV	32.0
91	Spectrogram 1	1	19474.0	19477.0	0	15000	Brown Jay	brnjay	0.1090	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_141800.WAV	35.0
92	Spectrogram 1	1	19475.0	19478.0	0	15000	Brown Jay	brnjay	0.1600	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_141800.WAV	36.0
93	Spectrogram 1	1	19476.0	19479.0	0	15000	Brown Jay	brnjay	0.1222	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_141800.WAV	37.0
94	Spectrogram 1	1	19482.0	19485.0	0	15000	Brown Jay	brnjay	0.1427	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_141800.WAV	43.0
95	Spectrogram 1	1	19754.0	19757.0	0	15000	Brown Jay	brnjay	0.3615	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_144800.WAV	15.0
96	Spectrogram 1	1	19755.0	19758.0	0	15000	Brown Jay	brnjay	0.1175	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_144800.WAV	16.0
97	Spectrogram 1	1	20203.0	20206.0	0	15000	Red-shouldered Hawk	reshaw	0.1424	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_153000.WAV	44.0
98	Spectrogram 1	1	20645.0	20648.0	0	15000	Spot-breasted Wren	spbwre1	0.1839	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_161800.WAV	6.0
99	Spectrogram 1	1	20652.0	20655.0	0	15000	Spot-breasted Wren	spbwre1	0.1630	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_161800.WAV	13.0
100	Spectrogram 1	1	20663.0	20666.0	0	15000	Spot-breasted Wren	spbwre1	0.2861	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_161800.WAV	24.0
101	Spectrogram 1	1	21839.0	21842.0	0	15000	Brown Jay	brnjay	0.1120	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	0.0
102	Spectrogram 1	1	21840.0	21843.0	0	15000	Brown Jay	brnjay	0.3908	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	1.0
103	Spectrogram 1	1	21843.0	21846.0	0	15000	Brown Jay	brnjay	0.1749	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	4.0
104	Spectrogram 1	1	21844.0	21847.0	0	15000	Brown Jay	brnjay	0.1317	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	5.0
105	Spectrogram 1	1	21845.0	21848.0	0	15000	Brown Jay	brnjay	0.1374	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	6.0
106	Spectrogram 1	1	21847.0	21850.0	0	15000	Brown Jay	brnjay	0.1313	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	8.0
107	Spectrogram 1	1	21848.0	21851.0	0	15000	Brown Jay	brnjay	0.1935	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	9.0
108	Spectrogram 1	1	21849.0	21852.0	0	15000	Brown Jay	brnjay	0.1257	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	10.0
109	Spectrogram 1	1	21850.0	21853.0	0	15000	Brown Jay	brnjay	0.3252	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	11.0
110	Spectrogram 1	1	21852.0	21855.0	0	15000	Brown Jay	brnjay	0.2495	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	13.0
111	Spectrogram 1	1	21853.0	21856.0	0	15000	Brown Jay	brnjay	0.3159	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	14.0
112	Spectrogram 1	1	21854.0	21857.0	0	15000	Brown Jay	brnjay	0.3845	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	15.0
113	Spectrogram 1	1	21861.0	21864.0	0	15000	Brown Jay	brnjay	0.4173	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	22.0
114	Spectrogram 1	1	21862.0	21865.0	0	15000	Brown Jay	brnjay	0.1638	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	23.0
115	Spectrogram 1	1	21864.0	21867.0	0	15000	Brown Jay	brnjay	0.1593	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	25.0
116	Spectrogram 1	1	21865.0	21868.0	0	15000	Brown Jay	brnjay	0.2109	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	26.0
117	Spectrogram 1	1	21869.0	21872.0	0	15000	Brown Jay	brnjay	0.1860	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	30.0
118	Spectrogram 1	1	21870.0	21873.0	0	15000	Brown Jay	brnjay	0.1559	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	31.0
119	Spectrogram 1	1	21871.0	21874.0	0	15000	Brown Jay	brnjay	0.2163	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	32.0
120	Spectrogram 1	1	21872.0	21875.0	0	15000	Brown Jay	brnjay	0.2983	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	33.0
121	Spectrogram 1	1	21873.0	21876.0	0	15000	Brown Jay	brnjay	0.2884	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	34.0
122	Spectrogram 1	1	21874.0	21877.0	0	15000	Brown Jay	brnjay	0.1347	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	35.0
123	Spectrogram 1	1	21877.0	21880.0	0	15000	Brown Jay	brnjay	0.4031	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	38.0
124	Spectrogram 1	1	21878.0	21881.0	0	15000	Brown Jay	brnjay	0.1527	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	39.0
125	Spectrogram 1	1	21881.0	21884.0	0	15000	Brown Jay	brnjay	0.1920	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250629_181800.WAV	42.0
126	Spectrogram 1	1	23243.0	23246.0	0	15000	Collared Forest-Falcon	coffal1	0.1075	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_053600.WAV	25.0
127	Spectrogram 1	1	23244.0	23247.0	0	15000	Collared Forest-Falcon	coffal1	0.2216	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_053600.WAV	26.0
128	Spectrogram 1	1	23435.0	23438.0	0	15000	Collared Forest-Falcon	coffal1	0.1101	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_055400.WAV	37.0
129	Spectrogram 1	1	23436.0	23439.0	0	15000	Collared Forest-Falcon	coffal1	0.1479	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_055400.WAV	38.0
130	Spectrogram 1	1	23438.0	23441.0	0	15000	Collared Forest-Falcon	coffal1	0.1218	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_055400.WAV	40.0
131	Spectrogram 1	1	23439.0	23442.0	0	15000	Collared Forest-Falcon	coffal1	0.3187	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_055400.WAV	41.0
132	Spectrogram 1	1	23440.0	23443.0	0	15000	Collared Forest-Falcon	coffal1	0.4926	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_055400.WAV	42.0
133	Spectrogram 1	1	23441.0	23444.0	0	15000	Collared Forest-Falcon	coffal1	0.3817	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_055400.WAV	43.0
134	Spectrogram 1	1	23442.0	23445.0	0	15000	Collared Forest-Falcon	coffal1	0.3470	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_055400.WAV	44.0
135	Spectrogram 1	1	23672.0	23675.0	0	15000	Band-backed Wren	babwre1	0.1503	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_061800.WAV	34.0
136	Spectrogram 1	1	23677.0	23680.0	0	15000	Band-backed Wren	babwre1	0.1500	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_061800.WAV	39.0
137	Spectrogram 1	1	23678.0	23681.0	0	15000	Band-backed Wren	babwre1	0.1081	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_061800.WAV	40.0
138	Spectrogram 1	1	23679.0	23682.0	0	15000	Band-backed Wren	babwre1	0.1715	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_061800.WAV	41.0
139	Spectrogram 1	1	23680.0	23683.0	0	15000	Band-backed Wren	babwre1	0.2644	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_061800.WAV	42.0
140	Spectrogram 1	1	23681.0	23684.0	0	15000	Band-backed Wren	babwre1	0.2109	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_061800.WAV	43.0
141	Spectrogram 1	1	23682.0	23685.0	0	15000	Band-backed Wren	babwre1	0.4407	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_061800.WAV	44.0
142	Spectrogram 1	1	23683.0	23686.0	0	15000	Band-backed Wren	babwre1	0.1458	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_061800.WAV	45.0
143	Spectrogram 1	1	23684.0	23687.0	0	15000	Band-backed Wren	babwre1	0.2285	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_061800.WAV	46.0
144	Spectrogram 1	1	23685.0	23688.0	0	15000	Band-backed Wren	babwre1	0.1718	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_061800.WAV	47.0
145	Spectrogram 1	1	23686.0	23689.0	0	15000	Band-backed Wren	babwre1	0.1023	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_061800.WAV	48.0
146	Spectrogram 1	1	23702.0	23705.0	0	15000	Band-backed Wren	babwre1	0.1687	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_062400.WAV	4.0
147	Spectrogram 1	1	23759.0	23762.0	0	15000	Cordilleran Flycatcher	corfly	0.1485	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_063000.WAV	1.0
148	Spectrogram 1	1	23763.0	23766.0	0	15000	Cordilleran Flycatcher	corfly	0.1056	D:\recs10_11_07_2025\CAMP3\49588E5A3795EB5C_20250630_063000.WAV	5.0
