Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
2692	Spectrogram 1	1	274278.0	274281.0	0	15000	Brown Jay	brnjay	0.9669	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_072400.WAV	27.0
2693	Spectrogram 1	1	274279.0	274282.0	0	15000	Brown Jay	brnjay	0.9455	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_072400.WAV	28.0
2694	Spectrogram 1	1	274280.0	274283.0	0	15000	Brown Jay	brnjay	0.9393	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_072400.WAV	29.0
2695	Spectrogram 1	1	274282.0	274285.0	0	15000	Brown Jay	brnjay	0.6329	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_072400.WAV	31.0
2696	Spectrogram 1	1	274283.0	274286.0	0	15000	Brown Jay	brnjay	0.9821	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_072400.WAV	32.0
2697	Spectrogram 1	1	274284.0	274287.0	0	15000	Brown Jay	brnjay	0.9958	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_072400.WAV	33.0
2698	Spectrogram 1	1	274285.0	274288.0	0	15000	Brown Jay	brnjay	0.9903	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_072400.WAV	34.0
2699	Spectrogram 1	1	274286.0	274289.0	0	15000	Brown Jay	brnjay	0.9587	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_072400.WAV	35.0
2700	Spectrogram 1	1	274287.0	274290.0	0	15000	Brown Jay	brnjay	0.9906	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_072400.WAV	36.0
2701	Spectrogram 1	1	274288.0	274291.0	0	15000	Brown Jay	brnjay	0.9214	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_072400.WAV	37.0
2702	Spectrogram 1	1	274289.0	274292.0	0	15000	Brown Jay	brnjay	0.9664	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_072400.WAV	38.0
2703	Spectrogram 1	1	274290.0	274293.0	0	15000	Brown Jay	brnjay	0.7806	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_072400.WAV	39.0
2704	Spectrogram 1	1	274291.0	274294.0	0	15000	Brown Jay	brnjay	0.6567	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_072400.WAV	40.0
2705	Spectrogram 1	1	274314.0	274317.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1805	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_073000.WAV	3.0
2706	Spectrogram 1	1	274315.0	274318.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2356	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_073000.WAV	4.0
2707	Spectrogram 1	1	274334.0	274337.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.5199	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_073000.WAV	23.0
2708	Spectrogram 1	1	274335.0	274338.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1024	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_073000.WAV	24.0
2709	Spectrogram 1	1	274336.0	274339.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1001	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_073000.WAV	25.0
2710	Spectrogram 1	1	277762.0	277765.0	0	15000	Common Chlorospingus	cobtan1	0.1202	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_131200.WAV	31.0
2711	Spectrogram 1	1	277765.0	277768.0	0	15000	Common Chlorospingus	cobtan1	0.1870	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_131200.WAV	34.0
2712	Spectrogram 1	1	277968.0	277971.0	0	15000	Common Chlorospingus	cobtan1	0.1902	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_133000.WAV	57.0
2713	Spectrogram 1	1	278205.0	278208.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.3175	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_135400.WAV	54.0
2714	Spectrogram 1	1	278274.0	278277.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1803	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_140600.WAV	3.0
2715	Spectrogram 1	1	278302.0	278305.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1311	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_140600.WAV	31.0
2716	Spectrogram 1	1	278313.0	278316.0	0	15000	Warbling Vireo	warvir	0.1224	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_140600.WAV	42.0
2717	Spectrogram 1	1	278544.0	278547.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1405	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_143000.WAV	33.0
2718	Spectrogram 1	1	278549.0	278552.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1454	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_143000.WAV	38.0
2719	Spectrogram 1	1	278550.0	278553.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2497	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_143000.WAV	39.0
2720	Spectrogram 1	1	278565.0	278568.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.3270	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_143000.WAV	54.0
2721	Spectrogram 1	1	278566.0	278569.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1328	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_143000.WAV	55.0
2722	Spectrogram 1	1	278663.0	278666.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1554	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_144200.WAV	32.0
2723	Spectrogram 1	1	278664.0	278667.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2345	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_144200.WAV	33.0
2724	Spectrogram 1	1	278676.0	278679.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1008	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_144200.WAV	45.0
2725	Spectrogram 1	1	278677.0	278680.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1513	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_144200.WAV	46.0
2726	Spectrogram 1	1	278730.0	278733.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2019	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_144800.WAV	39.0
2727	Spectrogram 1	1	278731.0	278734.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2060	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_144800.WAV	40.0
2728	Spectrogram 1	1	278732.0	278735.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2797	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_144800.WAV	41.0
2729	Spectrogram 1	1	279345.0	279348.0	0	15000	Squirrel Cuckoo	squcuc1	0.1125	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_154800.WAV	54.0
2730	Spectrogram 1	1	279424.0	279427.0	0	15000	Collared Trogon	coltro1	0.1027	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_160000.WAV	13.0
2731	Spectrogram 1	1	279430.0	279433.0	0	15000	Collared Trogon	coltro1	0.4424	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_160000.WAV	19.0
2732	Spectrogram 1	1	279431.0	279434.0	0	15000	Collared Trogon	coltro1	0.3363	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_160000.WAV	20.0
2733	Spectrogram 1	1	279434.0	279437.0	0	15000	Collared Trogon	coltro1	0.1419	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_160000.WAV	23.0
2734	Spectrogram 1	1	279438.0	279441.0	0	15000	Collared Trogon	coltro1	0.2587	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_160000.WAV	27.0
2735	Spectrogram 1	1	279439.0	279442.0	0	15000	Collared Trogon	coltro1	0.4498	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_160000.WAV	28.0
2736	Spectrogram 1	1	279440.0	279443.0	0	15000	Collared Trogon	coltro1	0.2962	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_160000.WAV	29.0
2737	Spectrogram 1	1	279467.0	279470.0	0	15000	Collared Trogon	coltro1	0.7756	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_160000.WAV	56.0
2738	Spectrogram 1	1	279468.0	279471.0	0	15000	Collared Trogon	coltro1	0.5054	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_160000.WAV	57.0
2739	Spectrogram 1	1	279488.0	279491.0	0	15000	Rufous-capped Warbler	rucwar	0.1182	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_160600.WAV	17.0
2740	Spectrogram 1	1	279602.0	279605.0	0	15000	Clay-colored Thrush	clcrob	0.1311	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_161800.WAV	11.0
2741	Spectrogram 1	1	279603.0	279606.0	0	15000	Clay-colored Thrush	clcrob	0.1816	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_161800.WAV	12.0
2742	Spectrogram 1	1	279612.0	279615.0	0	15000	Clay-colored Thrush	clcrob	0.1051	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_161800.WAV	21.0
2743	Spectrogram 1	1	279616.0	279619.0	0	15000	Clay-colored Thrush	clcrob	0.1807	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_161800.WAV	25.0
2744	Spectrogram 1	1	279618.0	279621.0	0	15000	Clay-colored Thrush	clcrob	0.3190	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_161800.WAV	27.0
2745	Spectrogram 1	1	279619.0	279622.0	0	15000	Clay-colored Thrush	clcrob	0.1106	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_161800.WAV	28.0
2746	Spectrogram 1	1	279626.0	279629.0	0	15000	Clay-colored Thrush	clcrob	0.1330	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_161800.WAV	35.0
2747	Spectrogram 1	1	279627.0	279630.0	0	15000	Clay-colored Thrush	clcrob	0.1425	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_161800.WAV	36.0
2748	Spectrogram 1	1	279630.0	279633.0	0	15000	Clay-colored Thrush	clcrob	0.1004	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_161800.WAV	39.0
2749	Spectrogram 1	1	279631.0	279634.0	0	15000	Clay-colored Thrush	clcrob	0.1616	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_161800.WAV	40.0
2750	Spectrogram 1	1	279642.0	279645.0	0	15000	Clay-colored Thrush	clcrob	0.1413	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_161800.WAV	51.0
2751	Spectrogram 1	1	279648.0	279651.0	0	15000	Clay-colored Thrush	clcrob	0.1572	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_161800.WAV	57.0
2752	Spectrogram 1	1	280040.0	280043.0	0	15000	Wood Thrush	woothr	0.1038	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_170000.WAV	29.0
2753	Spectrogram 1	1	280153.0	280156.0	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1463	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_171200.WAV	22.0
2754	Spectrogram 1	1	280388.0	280391.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1669	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_173600.WAV	17.0
2755	Spectrogram 1	1	280409.0	280412.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1293	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_173600.WAV	38.0
2756	Spectrogram 1	1	280484.0	280487.0	0	15000	Yellow-faced Grassquit	yefgra1	0.5628	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_174200.WAV	53.0
2757	Spectrogram 1	1	280485.0	280488.0	0	15000	Yellow-faced Grassquit	yefgra1	0.3742	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_174200.WAV	54.0
2758	Spectrogram 1	1	280617.0	280620.0	0	15000	Roadside Hawk	roahaw	0.1099	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_180000.WAV	6.0
2759	Spectrogram 1	1	280618.0	280621.0	0	15000	Roadside Hawk	roahaw	0.1135	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_180000.WAV	7.0
2760	Spectrogram 1	1	280650.0	280653.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1624	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_180000.WAV	39.0
2761	Spectrogram 1	1	280655.0	280658.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1890	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_180000.WAV	44.0
2762	Spectrogram 1	1	280656.0	280659.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1330	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_180000.WAV	45.0
2763	Spectrogram 1	1	280657.0	280660.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2968	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_180000.WAV	46.0
2764	Spectrogram 1	1	280658.0	280661.0	0	15000	Roadside Hawk	roahaw	0.1510	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_180000.WAV	47.0
2765	Spectrogram 1	1	280661.0	280664.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1197	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_180000.WAV	50.0
2766	Spectrogram 1	1	280662.0	280665.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2978	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_180000.WAV	51.0
2767	Spectrogram 1	1	280663.0	280666.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.4674	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_180000.WAV	52.0
2768	Spectrogram 1	1	280878.0	280881.0	0	15000	Collared Forest-Falcon	coffal1	0.2031	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_182400.WAV	27.0
2769	Spectrogram 1	1	280879.0	280882.0	0	15000	Collared Forest-Falcon	coffal1	0.3641	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_182400.WAV	28.0
2770	Spectrogram 1	1	280977.0	280980.0	0	15000	Collared Forest-Falcon	coffal1	0.1213	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_183600.WAV	6.0
2771	Spectrogram 1	1	281034.0	281037.0	0	15000	Collared Forest-Falcon	coffal1	0.1774	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_184200.WAV	3.0
2772	Spectrogram 1	1	281036.0	281039.0	0	15000	Collared Forest-Falcon	coffal1	0.4075	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_184200.WAV	5.0
2773	Spectrogram 1	1	281094.0	281097.0	0	15000	White-throated Thrush	whtrob1	0.2694	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_184800.WAV	3.0
2774	Spectrogram 1	1	281095.0	281098.0	0	15000	White-throated Thrush	whtrob1	0.4291	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_184800.WAV	4.0
2775	Spectrogram 1	1	281096.0	281099.0	0	15000	White-throated Thrush	whtrob1	0.1472	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_184800.WAV	5.0
2776	Spectrogram 1	1	281106.0	281109.0	0	15000	White-throated Thrush	whtrob1	0.1184	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_184800.WAV	15.0
2777	Spectrogram 1	1	281117.0	281120.0	0	15000	White-throated Thrush	whtrob1	0.3294	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_184800.WAV	26.0
2778	Spectrogram 1	1	281119.0	281122.0	0	15000	White-throated Thrush	whtrob1	0.1634	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250704_184800.WAV	28.0
2779	Spectrogram 1	1	282086.0	282089.0	0	15000	Brown Jay	brnjay	0.2455	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_052400.WAV	35.0
2780	Spectrogram 1	1	282088.0	282091.0	0	15000	Brown Jay	brnjay	0.3016	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_052400.WAV	37.0
2781	Spectrogram 1	1	282128.0	282131.0	0	15000	Collared Forest-Falcon	coffal1	0.3455	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_053000.WAV	17.0
2782	Spectrogram 1	1	282163.0	282166.0	0	15000	Collared Forest-Falcon	coffal1	0.2762	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_053000.WAV	52.0
2783	Spectrogram 1	1	282164.0	282167.0	0	15000	Collared Forest-Falcon	coffal1	0.5418	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_053000.WAV	53.0
2784	Spectrogram 1	1	282165.0	282168.0	0	15000	Collared Forest-Falcon	coffal1	0.4239	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_053000.WAV	54.0
2785	Spectrogram 1	1	282172.0	282175.0	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1113	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_053600.WAV	1.0
2786	Spectrogram 1	1	282212.0	282215.0	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1453	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_053600.WAV	41.0
2787	Spectrogram 1	1	282243.0	282246.0	0	15000	White-throated Thrush	whtrob1	0.1579	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_054200.WAV	12.0
2788	Spectrogram 1	1	282246.0	282249.0	0	15000	White-throated Thrush	whtrob1	0.1194	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_054200.WAV	15.0
2789	Spectrogram 1	1	282247.0	282250.0	0	15000	White-throated Thrush	whtrob1	0.1264	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_054200.WAV	16.0
2790	Spectrogram 1	1	282248.0	282251.0	0	15000	White-throated Thrush	whtrob1	0.1661	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_054200.WAV	17.0
2791	Spectrogram 1	1	282250.0	282253.0	0	15000	White-throated Thrush	whtrob1	0.1496	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_054200.WAV	19.0
2792	Spectrogram 1	1	282252.0	282255.0	0	15000	White-throated Thrush	whtrob1	0.1336	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_054200.WAV	21.0
2793	Spectrogram 1	1	282257.0	282260.0	0	15000	White-throated Thrush	whtrob1	0.1586	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_054200.WAV	26.0
2794	Spectrogram 1	1	282261.0	282264.0	0	15000	White-throated Thrush	whtrob1	0.1990	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_054200.WAV	30.0
2795	Spectrogram 1	1	282265.0	282268.0	0	15000	White-throated Thrush	whtrob1	0.1159	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_054200.WAV	34.0
2796	Spectrogram 1	1	282266.0	282269.0	0	15000	White-throated Thrush	whtrob1	0.1573	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_054200.WAV	35.0
2797	Spectrogram 1	1	282274.0	282277.0	0	15000	White-throated Thrush	whtrob1	0.1529	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_054200.WAV	43.0
2798	Spectrogram 1	1	282285.0	282288.0	0	15000	White-throated Thrush	whtrob1	0.1382	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_054200.WAV	54.0
2799	Spectrogram 1	1	282287.0	282290.0	0	15000	White-throated Thrush	whtrob1	0.1271	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_054200.WAV	56.0
2800	Spectrogram 1	1	282357.0	282360.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2068	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_055400.WAV	6.0
2801	Spectrogram 1	1	282358.0	282361.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2690	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_055400.WAV	7.0
2802	Spectrogram 1	1	282395.0	282398.0	0	15000	Common Chlorospingus	cobtan1	0.1640	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_055400.WAV	44.0
2803	Spectrogram 1	1	282396.0	282399.0	0	15000	Common Chlorospingus	cobtan1	0.1402	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_055400.WAV	45.0
2804	Spectrogram 1	1	282540.0	282543.0	0	15000	Brown Jay	brnjay	0.1938	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_061200.WAV	9.0
2805	Spectrogram 1	1	282577.0	282580.0	0	15000	Golden-crowned Warbler	gcrwar	0.2647	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_061200.WAV	46.0
2806	Spectrogram 1	1	282598.0	282601.0	0	15000	Golden-crowned Warbler	gcrwar	0.8283	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_061800.WAV	7.0
2807	Spectrogram 1	1	282610.0	282613.0	0	15000	Golden-crowned Warbler	gcrwar	0.1441	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_061800.WAV	19.0
2808	Spectrogram 1	1	282612.0	282615.0	0	15000	Golden-crowned Warbler	gcrwar	0.1493	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_061800.WAV	21.0
2809	Spectrogram 1	1	282623.0	282626.0	0	15000	Golden-crowned Warbler	gcrwar	0.3926	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_061800.WAV	32.0
2810	Spectrogram 1	1	282642.0	282645.0	0	15000	Golden-crowned Warbler	gcrwar	0.3441	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_061800.WAV	51.0
2811	Spectrogram 1	1	282643.0	282646.0	0	15000	Golden-crowned Warbler	gcrwar	0.4894	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_061800.WAV	52.0
2812	Spectrogram 1	1	282722.0	282725.0	0	15000	Grasshopper Sparrow	graspa	0.1194	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_063000.WAV	11.0
2813	Spectrogram 1	1	282726.0	282729.0	0	15000	Golden-crowned Warbler	gcrwar	0.2283	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_063000.WAV	15.0
2814	Spectrogram 1	1	282727.0	282730.0	0	15000	Golden-crowned Warbler	gcrwar	0.1023	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_063000.WAV	16.0
2815	Spectrogram 1	1	282747.0	282750.0	0	15000	Brown Jay	brnjay	0.1091	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_063000.WAV	36.0
2816	Spectrogram 1	1	285411.0	285414.0	0	15000	Collared Forest-Falcon	coffal1	0.2014	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_110000.WAV	0.0
2817	Spectrogram 1	1	285412.0	285415.0	0	15000	Collared Forest-Falcon	coffal1	0.2133	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_110000.WAV	1.0
2818	Spectrogram 1	1	285915.0	285918.0	0	15000	Blue-black Grosbeak	bubgro1	0.4794	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_114800.WAV	24.0
2819	Spectrogram 1	1	286835.0	286838.0	0	15000	Common Chlorospingus	cobtan1	0.1481	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_131800.WAV	44.0
2820	Spectrogram 1	1	286836.0	286839.0	0	15000	Common Chlorospingus	cobtan1	0.3616	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_131800.WAV	45.0
2821	Spectrogram 1	1	286837.0	286840.0	0	15000	Common Chlorospingus	cobtan1	0.1775	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_131800.WAV	46.0
2822	Spectrogram 1	1	287038.0	287041.0	0	15000	White-winged Tanager	whwtan1	0.1396	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_134200.WAV	7.0
2823	Spectrogram 1	1	287223.0	287226.0	0	15000	Olivaceous Woodcreeper	oliwoo1	0.1070	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_140000.WAV	12.0
2824	Spectrogram 1	1	287224.0	287227.0	0	15000	Olivaceous Woodcreeper	oliwoo1	0.3497	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_140000.WAV	13.0
2825	Spectrogram 1	1	287580.0	287583.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2209	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_143600.WAV	9.0
2826	Spectrogram 1	1	288060.0	288063.0	0	15000	Yellow-green Vireo	yegvir	0.1031	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_152400.WAV	9.0
2827	Spectrogram 1	1	288634.0	288637.0	0	15000	Common Chlorospingus	cobtan1	0.1449	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_161800.WAV	43.0
2828	Spectrogram 1	1	288635.0	288638.0	0	15000	Common Chlorospingus	cobtan1	0.1109	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_161800.WAV	44.0
2829	Spectrogram 1	1	288636.0	288639.0	0	15000	Common Chlorospingus	cobtan1	0.1050	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_161800.WAV	45.0
2830	Spectrogram 1	1	288676.0	288679.0	0	15000	Dusky-capped Flycatcher	ducfly	0.1316	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_162400.WAV	25.0
2831	Spectrogram 1	1	288677.0	288680.0	0	15000	Dusky-capped Flycatcher	ducfly	0.1153	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_162400.WAV	26.0
2832	Spectrogram 1	1	288695.0	288698.0	0	15000	Dusky-capped Flycatcher	ducfly	0.1459	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_162400.WAV	44.0
2833	Spectrogram 1	1	288711.0	288714.0	0	15000	White-winged Tanager	whwtan1	0.9415	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_163000.WAV	0.0
2834	Spectrogram 1	1	288712.0	288715.0	0	15000	White-winged Tanager	whwtan1	0.9552	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_163000.WAV	1.0
2835	Spectrogram 1	1	288713.0	288716.0	0	15000	White-winged Tanager	whwtan1	0.4174	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_163000.WAV	2.0
2836	Spectrogram 1	1	288714.0	288717.0	0	15000	White-winged Tanager	whwtan1	0.1919	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_163000.WAV	3.0
2837	Spectrogram 1	1	288715.0	288718.0	0	15000	White-winged Tanager	whwtan1	0.2594	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_163000.WAV	4.0
2838	Spectrogram 1	1	288716.0	288719.0	0	15000	White-winged Tanager	whwtan1	0.2180	D:\recs10_11_07_2025\SANT1\248D9B0164880296_20250705_163000.WAV	5.0
